entity,type,source
Gregory L.,PERSON,https://en.wikipedia.org/wiki/Electric_field
Physics for Engineering and Science,ORG,https://en.wikipedia.org/wiki/Electric_field
Roche,PERSON,https://en.wikipedia.org/wiki/Electric_field
Upper Saddle River,GPE,https://en.wikipedia.org/wiki/Electric_field
2012,DATE,https://en.wikipedia.org/wiki/Electric_field
1963,DATE,https://en.wikipedia.org/wiki/Electric_field
1970,DATE,https://en.wikipedia.org/wiki/Electric_field
Electricity and Magnetism,ORG,https://en.wikipedia.org/wiki/Electric_field
Purcell,PERSON,https://en.wikipedia.org/wiki/Electric_field
Paul G.,PERSON,https://en.wikipedia.org/wiki/Electric_field
2008,DATE,https://en.wikipedia.org/wiki/Electric_field
Wiley,ORG,https://en.wikipedia.org/wiki/Electric_field
Rosser,PERSON,https://en.wikipedia.org/wiki/Electric_field
a b Grant,PERSON,https://en.wikipedia.org/wiki/Electric_field
2016,DATE,https://en.wikipedia.org/wiki/Electric_field
Heaviside,PERSON,https://en.wikipedia.org/wiki/Electric_field
Larmor,PERSON,https://en.wikipedia.org/wiki/Electric_field
9 July 2021,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Tatsenko,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
L. Pearce,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
13 February 2021,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Bzdak,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Michael W.,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
March 1993,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Cambridge University Press,ORG,https://en.wikipedia.org/wiki/Magnetic_field
MA,GPE,https://en.wikipedia.org/wiki/Magnetic_field
between 1886 and 1889,DATE,https://en.wikipedia.org/wiki/Magnetic_field
A. Lasenby,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Tricker,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
JHU Press,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Stratton,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Griffiths,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Tokyo,GPE,https://en.wikipedia.org/wiki/Magnetic_field
1269 C.E.,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Erlichson,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Thompson,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1910,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Bureau International des Poids et Mesures,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Physics of ferromagnetism,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Dordrecht,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Nave,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1983,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Prout,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Naber,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Deissler,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Henry G.,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1999,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Ampere,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Stephen J.,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Colchester,GPE,https://en.wikipedia.org/wiki/Magnetic_field
The twentieth century,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Nova Publishers,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Tipler,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
2010,DATE,https://en.wikipedia.org/wiki/Magnetic_field
9 October 2022,DATE,https://en.wikipedia.org/wiki/Magnetic_field
19 April 2018,DATE,https://en.wikipedia.org/wiki/Magnetic_field
9 May 2012,DATE,https://en.wikipedia.org/wiki/Magnetic_field
2017,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Chapman,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
19 February 2016,DATE,https://en.wikipedia.org/wiki/Magnetic_field
1269,DATE,https://en.wikipedia.org/wiki/Magnetic_field
22 September 2011,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Hoadley,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
NIST,ORG,https://en.wikipedia.org/wiki/Magnetic_field
19 February 2011,DATE,https://en.wikipedia.org/wiki/Magnetic_field
February 2003,DATE,https://en.wikipedia.org/wiki/Magnetic_field
William Gilbert,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Jerry S. Faughn,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
George L. Trigg,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Princeton University,ORG,https://en.wikipedia.org/wiki/Magnetic_field
1785,DATE,https://en.wikipedia.org/wiki/Magnetic_field
two months,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Milano,GPE,https://en.wikipedia.org/wiki/Magnetic_field
Félix Savart,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Adv. High Energy Phys.,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Sands,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
century-old,DATE,https://en.wikipedia.org/wiki/Magnetic_field
2007,DATE,https://en.wikipedia.org/wiki/Magnetic_field
National Institute of Standards and Technology,ORG,https://en.wikipedia.org/wiki/Magnetic_field
17 July 2005,DATE,https://en.wikipedia.org/wiki/Magnetic_field
a b Lang,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Courier Dover Publications,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Russia,GPE,https://en.wikipedia.org/wiki/Magnetic_field
Shuvalov,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Encyclopedia of Geomagnetism and Paleomagnetism,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Thomas Parke Hughes,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Gillespie,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1850,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Largs,GPE,https://en.wikipedia.org/wiki/Magnetic_field
Ralph Baierlein,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1994,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Chad D. Graham,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Edward,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Julius Adams,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
M. J. Cloud,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
M Gerloch,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Taylor & Francis,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Eugene,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1750,DATE,https://en.wikipedia.org/wiki/Magnetic_field
McGraw-Hill,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Kolokolchikov,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Jackson,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Duncan,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Tuchin,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1825,DATE,https://en.wikipedia.org/wiki/Magnetic_field
6 July 2010,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Boston,GPE,https://en.wikipedia.org/wiki/Magnetic_field
Academic Press,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Vladimir,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Robert B.,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Scientific American,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Hans Christian Ørsted,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Allan,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Astronomy and Geophysics,ORG,https://en.wikipedia.org/wiki/Magnetic_field
1998,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Tesla,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Ampère,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
May 1888.[63][64,DATE,https://en.wikipedia.org/wiki/Magnetic_field
1997,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Blundell,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1902,DATE,https://en.wikipedia.org/wiki/Magnetic_field
29 December 2003,DATE,https://en.wikipedia.org/wiki/Magnetic_field
1969,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Amikam Aharoni,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1968,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Rick,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Nmsi Trading,ORG,https://en.wikipedia.org/wiki/Magnetic_field
2011,DATE,https://en.wikipedia.org/wiki/Magnetic_field
California Institute of Technology,ORG,https://en.wikipedia.org/wiki/Magnetic_field
M Brian Maple,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
R. A. R.,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
David J.,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1947,DATE,https://en.wikipedia.org/wiki/Magnetic_field
1831,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Moses,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
RJD Tilley,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
nineteenth-century,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Science@Nasa,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Brooks/Cole,ORG,https://en.wikipedia.org/wiki/Magnetic_field
John David,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Pearson,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Weiss,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Charles Scribner's Sons,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Oxford University Press,ORG,https://en.wikipedia.org/wiki/Magnetic_field
William Thomson,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
August 2024,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Fraunhofer Heinrich Hertz Institute,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Herman,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Feynman,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Edward Purcell,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
David R. Lide,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Birkhäuser,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Ltd,ORG,https://en.wikipedia.org/wiki/Magnetic_field
2006,DATE,https://en.wikipedia.org/wiki/Magnetic_field
2013,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Anton A.,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
National Centers for Environmental Information,ORG,https://en.wikipedia.org/wiki/Magnetic_field
2002,DATE,https://en.wikipedia.org/wiki/Magnetic_field
12 April 2010,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Naoum Karchev,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
McFadden,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Phillips,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Petrus Peregrinus',PERSON,https://en.wikipedia.org/wiki/Magnetic_field
John J. Roche,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
2014,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Oxford,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Biot,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Savart,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
"Oersted, Hans Christian",ORG,https://en.wikipedia.org/wiki/Magnetic_field
Paul,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Petrus Peregrinus de Maricourt,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Lieberherr,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
2004,DATE,https://en.wikipedia.org/wiki/Magnetic_field
27 December 2009,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Pergamon,ORG,https://en.wikipedia.org/wiki/Magnetic_field
2000,DATE,https://en.wikipedia.org/wiki/Magnetic_field
1885,DATE,https://en.wikipedia.org/wiki/Magnetic_field
C. C.,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Jean-Baptiste Biot,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Boyko,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Almost three centuries later,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Torino,GPE,https://en.wikipedia.org/wiki/Magnetic_field
29 March 2012,DATE,https://en.wikipedia.org/wiki/Magnetic_field
1905,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Ronald T.,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Siméon Denis Poisson,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
David,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
John B. Ketterson,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
March 1888.[65,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Faraday,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Ampere,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Springer,ORG,https://en.wikipedia.org/wiki/Magnetic_field
E. J. Konopinski,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
W. H. Freeman,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Ørsted,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
9 July 2006,DATE,https://en.wikipedia.org/wiki/Magnetic_field
CA,GPE,https://en.wikipedia.org/wiki/Magnetic_field
Charles-Augustin de Coulomb,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Porter,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
André-Marie Ampère,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Chris Vuille,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
International Bureau of Weights and Measures,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Laplace,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Dictionary of Scientific Biography,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Tesla,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
VNIIEF,ORG,https://en.wikipedia.org/wiki/Magnetic_field
John Michell,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
8 September 2020,DATE,https://en.wikipedia.org/wiki/Magnetic_field
National Oceanic and Atmospheric Administration,ORG,https://en.wikipedia.org/wiki/Magnetic_field
1600,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Nathaniel Herman Frank,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Franz Ernst Neumann,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Williams,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Matthew,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Gilbert,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Nigel,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
John Clarke Slater,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1861,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Sarov,GPE,https://en.wikipedia.org/wiki/Magnetic_field
October 2018,DATE,https://en.wikipedia.org/wiki/Magnetic_field
26 June 1824,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Huurdeman,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Richard P.,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Frankel,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1887,DATE,https://en.wikipedia.org/wiki/Magnetic_field
the North Magnetic Pole,LOC,https://en.wikipedia.org/wiki/Magnetic_field
8 June 2019,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Smithsonian Institution,ORG,https://en.wikipedia.org/wiki/Magnetic_field
New York,GPE,https://en.wikipedia.org/wiki/Magnetic_field
Sōshin Chikazumi,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Ferraris,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
H. F. J.,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
the University of Tokyo,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Crowell,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
"780,000 years ago.[44",DATE,https://en.wikipedia.org/wiki/Magnetic_field
Adam,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1975,DATE,https://en.wikipedia.org/wiki/Magnetic_field
K. McDonald's,ORG,https://en.wikipedia.org/wiki/Magnetic_field
1888,DATE,https://en.wikipedia.org/wiki/Magnetic_field
U.S.,GPE,https://en.wikipedia.org/wiki/Magnetic_field
K. H. Bennemann,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Richard Feynman,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Maxwell,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Heinrich Hertz,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1865,DATE,https://en.wikipedia.org/wiki/Magnetic_field
2003,DATE,https://en.wikipedia.org/wiki/Magnetic_field
France,GPE,https://en.wikipedia.org/wiki/Magnetic_field
Kirill,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Galileo Ferraris,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
The American Historical Review,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Turin,GPE,https://en.wikipedia.org/wiki/Magnetic_field
OUP Oxford,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Whittaker,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Paul S. Lewis,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Lorentz,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
E. Richard Cohen,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1996,DATE,https://en.wikipedia.org/wiki/Magnetic_field
2 July 2021,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Skokov,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1974,DATE,https://en.wikipedia.org/wiki/Magnetic_field
1978,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Nikola Tesla,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1941,DATE,https://en.wikipedia.org/wiki/Magnetic_field
October 2018[update,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Albert Einstein,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1965,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Gauss,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
maxwell,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Kelvin,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
2009,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Merrill,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Lenz,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
James Clerk Maxwell,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Robert Bud,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Dolotenko,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Jason,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Smithsonian Magazine,ORG,https://en.wikipedia.org/wiki/Magnetic_field
January 1924,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Between 1861 and 1865,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Kouveliotou,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Martin,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Tony,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Bykov,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Jiles,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
IEEE International Pulsed Power Conference,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Belmont,GPE,https://en.wikipedia.org/wiki/Magnetic_field
earth,LOC,https://en.wikipedia.org/wiki/Magnetic_field
Lord Kelvin,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Gregory L.,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
18 March 2013,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Kenneth R.,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Raymond A. Serway,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
2012,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Daley,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Earth,LOC,https://en.wikipedia.org/wiki/Magnetic_field
Poisson,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1963,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Electricity and Magnetism,ORG,https://en.wikipedia.org/wiki/Magnetic_field
C. Doran,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
1 November 2022,DATE,https://en.wikipedia.org/wiki/Magnetic_field
Purcell,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
Princeton University Press,ORG,https://en.wikipedia.org/wiki/Magnetic_field
Markevtsev,PERSON,https://en.wikipedia.org/wiki/Magnetic_field
